Book_Author,Book_Title,Book_Tag,Challenge
Robin Talley,As I Descended,"Young Adult, LGBT, Fantasy, Horror, Retellings, Lesbian, Contemporary",1
Robin Talley,Music from Another World,"Historical Fiction, LGBT, Young Adult, Romance, Lesbian, Historical, Queer",1
Robin Talley,Our Own Private Universe,"LGBT, Young Adult, Contemporary, Romance, Fiction, Queer, Lesbian",1
Robin Talley,Pulp,"Historical Fiction, LGBT, Young Adult, Historical, Fiction, Queer, Contemporary",1
Robin Talley,The Love Curse of Melody McIntyre,"Romance, LGBT, Young Adult, Contemporary, Lesbian, Queer, Fiction",1
Robyn Ryle,"She/He/They/Me: For the Sisters, Misters, and Binary Resisters","Nonfiction, LGBT, Queer, Gender, Feminism, Psychology, Sociology",1
Robyn Schneider,The Beginning of Everything,"Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, Young Adult Contemporary, Coming of Age",1
Robyn Schneider,You Don't Live Here,"Contemporary, Young Adult, LGBT, Romance, Lesbian, Fiction, Queer",1
Roda Ahmed,Mae Among the Stars,"Picture Books, Biography, Space, Childrens, Nonfiction, Science, History",1
Roman Espejo,Birth Control,,1
Romina Gaber,Lobizona,"Graphic Novels, Middle Grade, LGBT, Young Adult, Comics, Fiction, Retellings",1
Ron Koertge,Boy Girl Boy,"Young Adult, LGBT, Fiction, Queer, Teen, Banned Books, Contemporary",1
Ronnie Sidney II,Nelson Beats the Odds,"Graphic Novels, ADHD, Childrens",1
Ronnie Sidney II,Tameka's New Dress,,1
Rory Harrison,Looking for Group,"Young Adult, LGBT, Contemporary, Romance, Realistic Fiction, Road Trip, Teen",1
Rory James,Some Girls Bind,"LGBT, Poetry, Young Adult, Contemporary, Fiction, Realistic Fiction, Teen",1
Rory Power,Burn Our Bodies Down,"Horror, Young Adult, Mystery, Thriller, Fiction, LGBT, Contemporary",1
Rosalyn Schanzer,George Vs George: The American Revolution As Seen from Both Sides,"History, Nonfiction, Picture Books, American History, American Revolution, Childrens, Biography",1
Rosana Sullivan,Mommy Sayang,"Picture Books, Family, Realistic Fiction, Childrens, Disability, Cultural, Fiction",1
Rose Brock,Hope Nation: YA Authors Share Personal Moments of Inspiration,"Young Adult, Short Stories, Essays, Anthologies, Audiobook, LGBT, Contemporary",1
Rosemary Wells,Yoko,"Picture Books, Childrens, Food, Cultural, School, Cats",1
Rosiee Thor,Tarnished Are the Stars,"Science Fiction, Young Adult, LGBT, Fantasy, Queer, Lesbian, Romance",1
Ross King,Leonardo and the Last Supper,"History, Art, Nonfiction, Biography, Italy, Art History, Historical",1
Rowan Ellis,Here and Queer: A Queer Girl's Guide to Life,"Nonfiction, LGBT, Lesbian, Graphic Novels, Feminism, Self Help",1
Roxane Gay,Hunger: A Memoir of (My) Body,"Nonfiction, Memoir, Feminism, Audiobook, Biography, Biography Memoir, Mental Health",1
Roxane Gay,Not That Bad: Distances From Rape Culture,"Nonfiction, Feminism, Essays, Audiobook, Memoir, Anthologies, Social Justice",1
Roxane Gay,The Sacrifice of Darkness,"Graphic Novels, Fiction, Comic, Science Fiction, Fantasy, Young Adult, Romance",1
Roxanne Dunbar-Ortiz,An Indigenous People's History of the United States,"History, Nonfiction, Race, Social Justice, Politics, Anti Racist, American History",1
Ruby Bridges,Ruby Bridges Goes To School: MY True Story,"Biography, Pictures, Nonfiction, History, Childrens, Autobiography, African American",1
Ruby Bridges,This is Your Time,"Nonfiction, History, Memoir, Biography, Children, Picture Books, Middle Grade",1
Rudolfo Anaya,Bless Me Ultima,"Fiction, Classics, Magical Realism, Young Adult, School, Historical Fiction, Banned Books",1
Rukhsana Khan,Big Red Lollipop,"Picture Books, Family, Cultural, Realistic Fiction, Childrens, Fiction, Contemporary",1
Rukhsana Guidroz,Leila in Saffron,"Picture Books, Family, Childrens, Cultural, Food, Fiction, Realistic Fiction",1
Rupi Kaur,Home Body,"Poetry, Nonfiction, Feminism, Mental Health, Adult, Contemporary, Self Help",1
Rupi Kaur,milk and honey,"Poetry, Feminism, Nonfiction, Contemporary, Adult, Romance, Mental Health",1
Rupi Kaur,the sun and her flowers,"Poetry, Feminism, Nonfiction, Adult, Contemporary, Romance, Mental Health",1
Ruta Sepetys,Between Shades of Gray,"Historical Fiction, Young Adult, Fiction, Historical, War, World War II, Audiobook",1
Ruta Sepetys,Out of the Easy,"Historical Fiction, Young Adult, Historical, Fiction, Mystery, Romance, Teen",1
Ruth Behar,Lucky Broken Girl,"Middle Grade, Historical Fiction, Fiction, Realistic Fiction, Young Adult, Childrens, Family",1
Ruth Hummel,Where Do Babies Come From? Boys Ages 6-8,,1
Ryan Brockington,Daddy & Dada,"Picture Books, LGBT, Family, Childrens, Storytime, Fiction, Queer",1
Ryan Jay Testa,The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,"Nonfiction, Gender, LGBT, Queer, Transgender, Psychology, Gender and Sexuality",1
Ryan La Sala,Be Dazzled,"Young Adult, Contemporary, Romance, LGBT, Queer, Fiction, Audiobook",1
Ryan La Sala,Reverie,"Fantasy, Young Adult, LGBT, Queer, Fiction, Mystery, Audiobook",1
Rye Duran,A Perfect Blank,"Young Adult, Poetry, Science Fiction, Teen",1
Rylan Jay Testa,The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,"Nonfiction, Gender, LGBT, Queer, Transgender, Psychology, Gender and Sexuality",1
Ryousuke Nanasaki,Until I Meet My Husband,"Nonfiction, LGBT, Queer, Memoir, Japan, Biography",1
S.A. Bodeen,The Detour,"Young Adult, Thriller, Mystery, Horror, Realistic Fiction, Fiction, Survival",1
S.E. Hinton,The Outsiders,"Classics, Young Adult, Fiction, School, Read for School, Realistic Fiction, Coming of Age",1
S.J. Goslee,How (Not) to Ask a Boy to Prom,"LGBT, Young Adult, Romance, Contemporary, Queer, Fiction, Gay",1
S.J. Goslee,Whatever.: Or How Junior Year Became Totally F$@ked,"LGBT, Young Adult, Contemporary, Romance, Gay, M M Romance, Queer",1
S.J. Sindu,Marriage of a Thousand Lies,"Fiction, LGBT, Contemporary, Queer, Romance, Adult, Lesbian",1
Saadia Faruqi,A Place at the Table,"Middle Grade, Realistic Fiction, Contemporary, Fiction, Food, Jewish, Childrens",1
Saadia Faruqi,Meet Yasmin,"Realistic Fiction, Childrens, Chapter Books, Picture Books, Family, Fiction, Cultural",1
Sabrina Khan,The Love & Lies of Rukhsana Ali,"Young Adult, LGBT, Contemporary, Queer, Fiction, Romance, Lesbian",1
Saburouta,Citrus Plus Vol. 1,"Manga, Romance, Yuri, LGBT, Queer, Graphic Novels, Comics,",1
Saburouta,Citrus Plus Vol. 2,"Manga, Yuri, Romance, LGBT, Queer, Graphic Novels",1
Sally Green,Half Bad,"Fantasy, Young Adult, Paranormal, Magic, Witches, Fiction, Urban Fantasy",1
Sally Green,Half Lost,"Fantasy, Young Adult, LGBT, Magic, Paranormal, Fiction, Witched",1
Sally Green,Half Wild,"Fantasy, Young Adult, LGBT, Paranormal, Magic, Fiction, Witches",1
Sally Rooney,Normal People,"Fiction, Romance, Contemporary, Literary Fiction, Audiobook, Ireland, Adult",1
Sally Tagholm,The Children's Bible,,1
Sam Humphries,Blackbird,"Graphic Novels, Comics, Fantasy, Graphic Novels Comics, Fiction, Young Adult",1
Samantha Hale,Everything Changes,"Young Adult, LGBT, Romance, Lesbian, Contemporary, Fiction, Queer",1
Samire Ahmed,"Love, Hate and Other Filters","Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, Young Adult Contemporary, Family",1
San Francisco Writers Grotto,642 Things to Write About,"Writing, Nonfiction, Reference , Journal, Art, Self Help, Journaling",1
Sandhya Rao,My Mother's Sari,"Picture Books, India, International, Childrens, Family, Cultural, Asia",1
Sandra Cisneros,The House on Mango Street,"Fiction, Classics, Young Adult, Short Stories, School, Coming of Age, Contemporary",1
Sapphire,Push,"Fiction, Young Adult, Contemporary, African American, Abuse, Adult Fiction, Adult",1
Sara Benincasa,Great,"Young Adult, Contemporary, Retellings, Fiction, LGBT, Romance, Realistic Fiction",1
Sara Farizan,Here to Stay,"Young Adult, Sports, Contemporary, Realistic Fiction, LGBT, Fiction, Romance",1
Sara Farizan,If You Could Be Mine,"Young Adult, LGBT, Romance, Fiction, Queer, Contemporary, Realistic Fiction",1
Sara Farizan,Tell Me Again How a Crush Should Feel,"LGBT, Young Adult, Romance, Contemporary, Queer, Fiction, Lesbian",1
Sara Gruen,Water for Elephants,"Fiction, Historical Fiction, Romance, Historical, Adult, Adult Fiction, Contemporary",1
Sara O'Leary,Family is a Family is a Family,"Picture Books, Family, LGBT, Childrens, Adoption, Storytime, Fiction",1
Sara Ryan,Empress of the world,"Young Adult, LGBT, Romance, Fiction, Queer, Lesbian, Contemporary",1
Sara Shepard,Flawless,"Young Adult, Mystery, Fiction, Contemporary, Romance, Chick Lit, Thriller",1
Sara Shepard,Influence,"Young Adult, Mystery, Contemporary, Fiction, Thriller, Mystery Thriller, Romance",1
Sara Woods,Identifying as Transgender,Nonfiction,1
Sara Zarr,Story of a Girl,"Young Adult, Contemporary, Fiction, Realistic Fiction, Teen, Coming of Age, Romance",1
Sarah Beth Durst,Vessel,"Fantasy, Young Adult, Mythology, Romance, Magic, High Fantasy, Young Adult Fantasy",1
Sarah Dessen,Someone Like You,"Young Adult, Romance, Contemporary, Fiction, Chick Lit, Realistic Fiction, Teen",1
Sarah Dooley,Ashes to Asheville,"Middle Grade, Realistic Fiction, LGBT, Young Adult, Fiction, Family, LGBT, Family, Road Trip",1
Sarah Fabiny,Who Was Frida Kahlo?,"Biography, Nonfiction, Art, History, Childrens, Middle Grade, Juvenile",1
Sarah Fabiny,Who Was Rachel Carson?,"Nonfiction, Biography, Science, History, Nature, Childrens, Middle Grade",1
Sarah Gailey,When We Were Magic,"Fantasy, Young Adult, LGBT, Queer, Witches, Fiction, Lesbian",1
Sarah Glenn Marsh,The Girls Are Never Gone,"Horror, Young Adult, Paranormal, LGBT, Lesbian, Fantasy, Mystery",1
Sarah Greenough,André Kertész,"Photography, Art",1
Sarah Henstra,We Contain Multitudes,"LGBT, Young Adult, Romance, Contemporary, Queer, Fiction, Gay",1
Sarah Hoffman,Jacob's New Dress,"Picture Books, LGBT, Childrens, Gender, Gender Identity, Queer, Fiction",1
Sarah Hoffman,Jacob's Room to Choose,"Picture Books, LGBT, Childrens, Gender, Fiction, Gender Identity, School",1
Sarah J. Maas,A Court of Frost and Starlight,"Fantasy, Romance, Young Adult, New Adult, Fae, Fiction, Fantasy Romance",1
Sarah J. Maas,A Court of Mist and Fury,"Fantasy, Romance, Young Adult, New Adult, Fiction, Fae, Magic",1
Sarah J. Maas,A Court of of Wings and Ruin,"Fantasy, Romance, Young Adult, New Adult, Fiction, Fae, Fantasy Romance",1
Sarah J. Maas,A ​Court of Silver Flames,"Fantasy, Romance, Young Adult, New Adult, Fae, Fiction, Fantasy Romance, Adult",1
Sarah J. Maas,A Court of Thorns and Roses,"Fantasy, Romance, New Adult, Fae, Fiction, Fantasy Romance, Adult",1
Sarah J. Maas,A Court of Wings and Ruin,"Fantasy, Romance, Young Adult, New Adult, Fiction, Fae, Fantasy Romance",1
Sarah J. Maas,Catwoman: Soulstealer,"Fantasy, Young Adult, Superheroes, Fiction, Romance, Retellings, New Adult",1
Sarah J. Maas,Crown of Midnight,"Fantasy, Young Adult, Romance, Magic, Fiction, Young Adult Fantasy, Fae",1
Sarah J. Maas,Empire of Storms,"Fantasy, Young Adult, Romance, New Adult, Fae, Magic, Fiction",1
Sarah J. Maas,Heir of Fire,"Fantasy, Young Adult, Romance, Magic, Fiction, Fae, Young Adult Fantasy",1
Sarah J. Maas,House of Earth and Blood,"Fantasy, Romance, Fiction, Urban Fantasy, Adult, New Adult, Fae",1
Sarah J. Maas,House of Sky and Breath,"Fantasy, Romance, Fae, Adult, Urban Fantasy, Fiction, Fantasy Romance",1
Sarah J. Maas,Kingdom of Ash,"Fantasy, Young Adult, Romance, New Adult, Fae, Magic, Fiction",1
Sarah J. Maas,Queen of Shadows,"Fantasy, Young Adult, Romance, Magic, Fae, Fiction, Young Adult Fantasy",1
Sarah J. Maas,The Assassin's Blade,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, High Fantasy, Short Stories",1
Sarah J. Maas,Throne of Glass,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, Magic, High Fantasy",1
Sarah J. Maas,Tower of Dawn,"Fantasy, Young Adult, Romance, New Adult, Fiction, Magic, Young Adult Fantasy",1
Sarah J. Maass,Empire of Storms,"Fantasy, Young Adult, Romance, New Adult, Fae, Magic, Fiction",1
Sarah K. Ahmed,Being the Change: Lessons and Strategies to Teach Social Comprehension,"Education, Teaching, Nonfiction, Adult, Social Justice, Race, Activism",1
Sarah Leigh Ward,Aesop Lake,"LGBT, Young Adult, Contemporary",1
Sarah McBride,"Tomorrow Will be Different: Love, Loss, and the Fight for Trans Equality","Nonfiction, LGBT, Memoir, Politics, Feminism, Audiobook",1
Sarah Miller,Violet and Daisy: The Story of Vaudeville's Famous Conjoined Twins,"Nonfiction, History, Biography, Family, Disability, Biography Memoir, Middle Grade",1
Sarah Mirk,"You Do You: Figuring Out Your Body, Dating, and Sexuality",Nonfiction,1
Sarah Mlynowski,The Ten Things We Did (and Probably Shouldn't Have),"Young Adult, Romance, Contemporary, Chick Lit, Realistic Fiction, Teen",1
Sarah Ockler,Twenty Boy Summer,"Fiction, Romance, Contemporary, Realistic Fiction, Chick Lit, Fiction, Teen",1
Sarah Oleksyk,Ivy,"Graphic Novels, Comic, Young Adult, Fiction, Graphic Novels Comics, Teen, Realistic Fiction",1
Sarah Prager,"Queer, There, and Everywhere: 23 People Who Changed the World","Nonfiction, LGBT, History, Queer, Biography, Historical, Feminism",1
Sarah Prager,Rainbow Revolutionaries: 50 LGBTQ+ People Who Made History,"Nonfiction, LGBT, History, Biography, Middle Grade, Queer, Childrens",1
Sarah Rees Brennan,In Other Lands,"Fantasy, Young Adult, LGBT, Queer, Fiction, Romance, Young Adult Fantasy",1
Sarah S. Brannen,Uncle Bobby's Wedding,"Picture Books, LGBT, Childrens, Family, Banned Books, Fiction, Animals",1
Sarah Tregay,Fan Art,"LGBT, Young Adult, Contemporary, Romance, Realistic Fiction, Fiction, Queer",1
Sarah Tregay,Love and Leftovers: A Novel in Verse,"Young Adult, Romance, Poetry, Contemporary, Realistic Fiction, Fiction, Chick Lit",1
Sarah Winifred Searle,Patience and Esther: An Edwardian Romance,"Graphic Novels, Romance, Historical Fiction, LGBT, Comics, Queer, Historical",1
Sarina Bowen,Him,"Romance, M M Romance, Sports, Contemporary, LGBT, Sports Romance, New Adult",1
Sasha Gould,Cross My Heart,"Historical, Young Adult, Mystery, Historical, Romance, Fantasy, Italy",1
Saundra Mitchell,All Out: The No-Longer-Secret Stories of Queer Teens Throughout the Ages,"LGBT, Short Stories, Young Adult, Historical Fiction, Queer, Anthologies, Fantasy",1
Saundra Mitchell,All the Things We Do in the Dark,"Young Adult, LGBT, Mystery, Contemporary, Thriller, Mystery Thriller, Queer",1
Saundra Mitchell,Out Now: Queer We Go Again!,"Short Stories, LGBT, Young Adult, Anthologies, Queer, Fantasy, Romance",1
Savannah Brown,The Truth About Keeping Secrets,"Mystery, Young Adult, LGBT, Contemporary, Thriller, Lesbian, Fiction",1
Scott Cawthon,The Fourth Closet,"Horror, Young Adult, Mystery, Thriller, Fiction, Fantasy, Paranormal",1
Scott O'Dell,Thunder Rolling in the Mountains,"Historical, Young Adult, Fiction, Historical, Middle Grade, Childrens, Adventure",1
Scott Westerfeld,Afterworlds,"Young Adult, Fantasy, Paranormal, Contemporary, Romance, Fiction, LGBT",1
Scott Westerfeld,Uglies,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Romance, Teen",1
Sean Heather K McGraw,The Gay Liberation Movement: Before and After Stonewall,,1
Sean Heather K. McGraw,The Gay Liberation Movement: Before and After Stonewall,NA,1
Sean Lewis,Coyotes #1,"Comics, Graphic Novels, Horror, Graphic Novels, Comic Books",1
Sean Lewis,Coyotes #2,"Comics, Horror, Graphic Novels",1
Sean Murphy,Batman: White Knight,"Comics, Graphic Novels, Batman, DC Comics, Superheroes, Fiction, Comic Book",1
Seanan McGuire,Every Heart a Doorway,"Fantasy, Young Adult, Fiction, Mystery, LGBT, Audiobook, Novella",1
Sebastian Robertson,Hiawatha and the Peacemaker,"Picture Books, History, Nonfiction, Biography, Childrens, Native Americans, Middle Grade",1
Selina Alko,The Case for Loving,"Picture Books, Nonfiction, History, Family, Childrens, Biography, Cultural",1
Seth Rudetsky,My Awesome-Awful Popularity Plan,"Young Adult, LGBT, Humor, Fiction, Contemporary, Gay, Romance",1
Shakirah Bourne,"Allies: Real Talk About Showing Up, Screwing Up, and Trying Again","Nonfiction, Essays, LGBT, Feminism, Queer, Social Justice, Anthologies",1
Shana Corey,Malala: A Hero for All,"Biography, Nonfiction, Childrens, Picture Books, Education, History",1
Shane Evans,We March,"Picture Books, Historical Fiction, Childrens, Social Justice, African American, Cultural, Historical",1
Shani King,Have I Ever Told You Black Lives Matter,"Nonfiction, Biography, Picture Books, Poetry, History, Middle Grade, Social Justice",1
Shannon Freeman,Expecting,,1
Shannon Hitchcock,One True Way,"Middle Grade, LGBT, Historical Fiction, Young Adult, Historical, Romance, Realistic Fiction",1
Shannon McFerran,Synchro Boy,"Young Adult, LGBT, Romance, Sports, Fiction, Contemporary",1
Shannon Olsen,Our Class is a Family,"Picture Books, Childrens, Family, LGBT, Back to School, Fiction, Teaching",1
Shannon Riggs,Not in Room 204: Breaking the Silence of Abuse,"Picture Books, Childrens, Realistic Fiction, Education, Health",1
Sharee Miller,Don't Touch My Hair,"Picture Books, Childrens, African American, Fiction, Storytime, Culture, Race",1
Sharice Davids,Sharice's Big Voice: A Native Kid Becomes a Congresswoman,"Picture Books, Biography, Nonfiction, LGBT, Politics, Childrens, History",1
Sharon Biggs Waller,Girls on the Verge,"Contemporary, Young Adult, Feminism, Fiction, Realistic Fiction, Young Adult, Contemporary, Audiobook",1
Sharon Creech,Love That Dog,"Poetry, Middle Grade, Fiction, Childrens, Young Adult, Realistic Fiction, Animals",1
Sharon Creech,Walk Two Moons,"Young Adult, Fiction, Middle Grade, Realistic Fiction, Childrens, School, Classics",1
Sharon Dennis Wyeth,Always My Dad,"Family, Picture Books, Childrens",1
Sharon Dennis Wyeth,Orphea Proud,"Young Adult, LGBT, Queer, Fiction, The United States of America, Contemporary, Realistic Fiction",1
Sharon G. Flake,Who Am I without Him?: A Short Story Collection about Girls and Boys in Their Lives,"Young Adult, Short Stories, Fiction, Realistic Fiction, African American, Romance, Teen",1
Sharon Lee De La Cruz,I'm a Wild Seed: My Graphic Memoir on Queerness and Decolonizing the World,"Graphic Novels, LGBT, Nonfiction, Memoir, Comics, Queer, Feminism",1
Sharon M. Draper,Blended,"Middle Grade, Realistic Fiction, Young Adult, Fiction, Contemporary, Family,",1
Sharon M. Draper,Darkness Before Dawn,"Young Adult, Realistic Fiction, African American, Contemporary, Teen, Middle Grade",1
Sharon M. Draper,Forged by Fire,"Young Adult, Realistic Fiction, Fiction, African American, Teen, School, Contemporary",1
Sharon M. Draper,Panic,"Young Adult, Realistic Fiction, Mystery, Contemporary, Fiction, Thriller, Abuse",1
Sharon Robinson,Hero Two Doors Down: Based on the True Story of Friendship Between a Boy and  a Baseball Legend,"Historical Fiction, Middle Grade, Sports, Baseball, Childrens, Juvenile, Historical",1
Sharon Rudahl,A Dangerous Woman: The Graphic Biography of Emma Goldman,"Graphic Novels, Biography, History, Nonfiction, Comics, Politics, Feminism",1
Sharon Shinn,Shattered Warrior,"Graphic Novels, Science Fiction, Young Adult, Comics, Fantasy, Fiction, Romance",1
Sharroky Hollie,"Culturally and Linguistically Responsive Teaching and Learning- Practices for Student Success, Grades K-12","Education, Teaching, Nonfiction, Social Justice, School, Race, Read for School",1
Shaun David Hutchinson,A Complicated Love Story Set in Space,"LGBT, Science Fiction, Young Adult, Romance, Queer, Mystery, Fiction",1
Shaun David Hutchinson,At the Edge of the Universe,"LGBT, Young Adult, Contemporary, Science Fiction, Romance, Fiction, Queer",1
Shaun David Hutchinson,Brave Face: A Memoir,"Nonfiction, LGBT, Memoir, Queer, Mental Health, Biography, Mental Illness",1
Shaun David Hutchinson,Feral Youth,"Young Adult, Short Stories, Contemporary, Anthologies, LGBT, Fiction, Retellings",1
Shaun David Hutchinson,The Five Stages of Andrew Brawley,"LGBT, Young Adult, Contemporary, Romance, Queer, Fiction, Realistic Fiction",1
Shaun David Hutchinson,The Past and Other Things That Should Stay Buried,"Young Adult, LGBT, Contemporary, Fantasy, Queer, Fiction, Audiobook",1
Shaun David Hutchinson,The State of Us,"Romance, LGBT, Young Adult, Contemporary, Fiction, Gay",1
Shaun David Hutchinson,We Are the Ants,"Young Adult, LGBT, Contemporary, Science Fiction, Fiction, Queer, Romance",1
Shawn A. Ginwright,Black Youth Rising: Activism and Radical Healing is Urban America,"Education, Social Justice, Race, Nonfiction, Anti Racist, Activism",1
Shawn A. Ginwright,Hope and Healing in Urban Education: How Urban Activists and Teachers are Reclaiming Matter of the Heart,"Education, Nonfiction, Social Justice, Teaching",1
Shelia MacGill-Callahan,And Still the Turtle Watched,"Picture Books, Childrens, Banned Books, Nature",1
Shelley Hrdlitschka,Dancing Naked: A Novel,"Young Adult, Fiction, Contemporary, Canada, Teen, Read for School",1
Shelly Rotner,Shades of People,"Picture Books, Cultural, Childrens, Nonfiction, Race, Storytime, Photography",1
Sherman Alexie,The Absolutely True Diary of a Part-Time Indian,"Young Adult, Fiction, Contemporary, Realistic Fiction, Humor, Coming of Age, School",1
Sherman Alexie,Thunder Boy Jr.,"Picture Books, Childrens, Family, Realistic Fiction, Cultural, Fiction, Storytime",1
Shinobu Ohtaka,Sumomomo Momomo: The Strongest Bride on Earth Vol 1,"Manga, Romance, Action, Seinen, Martial Arts, Comedy, Humor",1
Simon J. Ortiz,The People Shall Continue,"Picture Books, History, Nonfiction, Childrens, Cultural, Native Americans, Historical",1
Simon Taylor,Sally and the Magical Sneeze,,1
Simone Elkeles,Perfect Chemistry,"Romance, Young Adult, Contemporary, High School, Contemporary Romance, Fiction, New Adult",1
Simone Elkeles,Return to Paradise,"Young Adult, Romance, Contemporary, Realistic Fiction, Contemporary Romance, New Adult, Young Adult Romance",1
Simone Elkeles,Rules of Attraction,"Romance, Young Adult, Contemporary, High School, Contemporary Romance, Realistic Fiction, Fiction",1
Simone Payment,"Friendship, Dating, and Relationships",,1
Sine van Mol,Meena,"Picture Books, International, Childrens",1
Skottie Young,I Hate Fairyland Volume 1: Madly Ever After,"Graphic Novels, Comics, Fantasy, Humor, Graphic Novels, Fiction, Comic Book",1
Sloane Leong,A Map to the Sun,"Graphic Novels, Young Adult, Comics, Sports, Fiction, Contemporary, Realistic Fiction",1
Sol Santana,Just Ash,"Young Adult, LGBT, Contemporary, Intersex, Realistic Fiction, Queer, Fiction",1
Songju Ma DaeMicke,Case of Sense,"Banned Books, Nonfiction",1
Sonia Patel,Jaya and Rasa: A Love Story,"Romance, Young Adult, Contemporary, LGBT, Queer, Fiction, Race",1
Sonia Sotamayor,"Solo Pregunta!: Se Diferente, Se Valiente, Se Tu","Picture Books, Disability, Childrens, Nonfiction, Realistic Fiction, Cultural, Inspirational",1
Sonja Cherry-Paul,"Stamped (For Kids): Racism, Antiracism, and You","Nonfiction, Middle Grade, History, Social Justice, Childrens, Historical, Audiobook",1
Sonya Sones,One of Those Hideous Books Where the Mother Dies,"Young Adult, Poetry, Realistic Fiction, Contemporary, Fiction, Chick Lit",1
Sonya Sones,The Opposite of Innocent,"Young Adult, Poetry, Contemporary, Realistic Fiction, Fiction, Abuse, Young Adult Contemporary",1
Sonya Sones,What My Mother Doesn't Know,"Young Adult , Poetry, Romance, Realistic Fiction, Fiction, Contemporary, Teen",1
Sophie Beer,Love Makes a Family,"Picture Books, LGBT, Family, Childrens, Love, Storytime, Fiction",1
Sophie Blackall,The Baby Tree,"Picture Books, Family, Childrens, Parenting, Humor, Nonfiction, Juvenile",1
Sophie Gonzales,Perfect on Paper,"Romance, Young Adult, LGBT, Contemporary, Queer, Lesbian, Fiction",1
Soyung Pak,Dear Juno,"Picture Books, Family, Childrens, Cultural, Fiction, Writing, Asia",1
Stacey Lee,The Downstairs Girl,"Historical Fiction, Young Adult, Historical, Fiction, Audiobook, Romance, Asian Literature",1
Stacia Deutsch,The Friendship Code,"Middle Grade, Realistic Fiction, Fiction, Romance, Childrens, Coding, Juvenile",1
Stan Berestain,Berenstain Bears and the Big Question,"Picture Books, Childrens, Christian, Animals, Fiction, Religion, Banned Books",1
Stan Stanley,The Hazards of Love,"Nonfiction, Fantasy, LGBT, Young Adult, Comics, Queer, Romance",1
Stefano Zuffi,Bosch: The Garden of Earthly Delights,Art,1
Stefano Zuffi,How to Read Italian Renaissance Painting,"Art, Art History, Italy",1
Steffi Cavell-Clarke,Celebrating Different Beliefs,,1
Stephanie Perkins,Lola and the Boy Next Door,"Young Adult, Romance, Contemporary, Chick Lit, Fiction, Young Adult Contemporary, Realistic Fiction",1
Stephen Chbosky,The Perks of Being a Wallflower,"Young Adult, Fiction, Contemporary, Coming of Age, Classics, Romance, Mental Health",1
Stephen J. Eskilson,Graphic Design: A New History,"Design, Nonfiction",1
Stephen King,11/22/63: A Novel,"Fiction, Historical Fiction, Science Fiction, Time Travel, Fantasy, Horror, Thriller",1
Stephen King,Bag of Bones,"Horror, Fiction, Thriller, Mystery, Fantasy, Paranormal, Suspense",1
Stephen King,Delores Claiborne,,1
Stephen King,Different Seasons,"Horror, Fiction, Short Stories, Thriller, Mystery, Fantasy, Drama",1
Stephen King,Elevation,"Fiction, Horror, Fantasy, Audiobook, Short Stories, Mystery, Novella",1
Stephen King,It,"Horror, Fiction, Thriller, Fantasy, Audiobook, Classics, Mystery",1
Stephen King,Pet Sematary,"Horror, Fiction, Thriller, Fantasy, Audiobook, Paranormal, Adult",1
Stephen King,Revival,"Horror, Fiction, Thriller, Fantasy, Mystery, Audiobook, Science Fiction",1
Stephen King,The Dark Tower,"Fantasy, Fiction, Horror, Science Fiction, Westerns, Audiobook, Adventure",1
Stephen King,The Green Mile,"Horror, Fiction, Thriller, Fantasy, Mystery, Crime, Supernatural",1
Stephen King,The Mist,"Horror, Fiction, Thriller, Fantasy, Science Fiction, Mystery, Paranormal",1
Stephen King,Under the Dome,"Horror, Fiction, Science Fiction, Thriller, Fantasy, Mystery, Audiobook",1
Stephenie Meyer,Eclipse,"Fantasy, Young Adult, Romance, Vampires, Fiction, Paranormal, Paranormal Romance",1
Steve Jenkins,What Do You Do With A Tail Like This?,"Picture Books, Animals, Nonfiction, Childrens, Science, Nature, Education",1
Steve Kluger,"My Most Excellent Year: A Novel of Love, Mary Poppins, & Fenway Park","Young Adult, Fiction, Romance, LGBT, Contemporary, Realistic Fiction, Humor",1
Steven Goldman,"Two Parties, One Tux, and a Very Short Film About The Grapes of Wrath","Young Adult, Humor, Teen, LGBT, High School, Realistic Fiction, Fiction",1
Steven Salvatore,And They Lived...,"LGBT, Romance, Young Adult, Contemporary, Queer, Fiction, Mental Health",1
Steven Salvatore,Can't Take That Away,"LGBT, Young Adult, Contemporary, Queer, Romance, Fiction, Realistic Fiction",1
Stuart A. Kallen,The Art of Comics,,1
Sue Limb,"Girl, nearly 16: Absolute Torture","Young Adult, Chick Lit, Teen, Humor, Romance, Contemporary, Fiction",1
Susan Campbell Bartoletti,They Called Themselves the K.K.K.: The Birth of an American Terrorist Group,"Nonfiction, History, American History, Historical, Teen, Race, African American",1
Susan Crabtree,"Scenic Art for the Theatre: History, Tools and Techniques","Art, Theatre",1
Susan Dudley Gold,Roe v. Wade: A Woman's Choice?,,1
