Book_Author,Book_Title,Book_Tag,Challenge
Elizabeth Fitzgerald Howard,Virgie Goes to School with Us Boys,"Picture Books, Historical Fiction, African American, Childrens, 2nd Grade, Cultural, Fiction",1
Elizabeth George,The Edge of the Water,"Young Adult, Mystery, Fantasy, Fiction, Paranormal, Supernatural, Contemporary",1
Elizabeth Karre,The Fight,,1
Elizabeth Laird,A Little Piece of Ground,"Fiction, Young Adult, Historical Fiction, Middle Grade, War, Childrens, Realistic Fiction",1
Elizabeth Scott,Bloom,"Young Adult, Romance, Contemporary, Chick Lit, Fiction, Realistic Fiction, Teen",1
Elizabeth Scott,Living Dead Girl,"Young Adult, Horror, Contemporary, Fiction, Realistic Fiction, Abuse, Teen",1
Elizabeth Zunon,Grandpa Cacao: A Tale of Chocolate from Farm to Family,"Picture Books, Family, Africa, Food, Childrens, Nonfiction, Cooking",1
Elke Linda Buchholz,Art: A World History,"Art, Art History, Nonfiction, Reference, History, Historical",1
Ellen Hopkins,Burned,"Young Adult, Poetry, Fiction, Contemporary, Romance, Realistic Fiction, Abuse",1
Ellen Hopkins,Closer to Nowhere,"Middle Grade, Realistic Fiction, Poetry, Fiction, Contemporary, Adult, Family",1
Ellen Hopkins,Collateral,"Fiction, Poetry, Romance, Contemporary, Adult, Realistic Fiction, Adult Fiction",1
Ellen Hopkins,Crank,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Mental Health, Teen",1
Ellen Hopkins,Fallout,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Teen, Mental Health",1
Ellen Hopkins,Glass,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Teen, Mental Health",1
Ellen Hopkins,Identical,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Mental Health, Abuse",1
Ellen Hopkins,Impulse,"Young Adult, Poetry, Fiction, Contemporary, Mental Health, Realistic Fiction, Mental Illness",1
Ellen Hopkins,Love Lies Beneath,"Romance, Fiction, Adult, Contemporary, Poetry, Young Adult, Action Fiction",1
Ellen Hopkins,People Kill People,"Young Adult, Poetry, Contemporary, Realistic Fiction, Fiction, Mental Health, LGBT",1
Ellen Hopkins,Perfect,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Mental Health",1
Ellen Hopkins,Perfect,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Mental Health, LGBT",1
Ellen Hopkins,Rumble,"Young Adult, Poetry, Contemporary, Fiction, Realistic Fiction, LGBT, Romance",1
Ellen Hopkins,Smoke,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Romance, Teen",1
Ellen Hopkins,Smoke,"oung Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Romance, Teen",1
Ellen Hopkins,The You I've Never Known,"Young Adult, Poetry, LGBT, Contemporary, Realistic Fiction, Fiction, Romance",1
Ellen Hopkins,Tilt,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Romance, LGBT",1
Ellen Hopkins,Traffick,"Young Adult, Poetry, Fiction, Contemporary, Realistic, LGBT, Mental Health",1
Ellen Hopkins,Triangles,"Poetry, Fiction, Contemporary, Romance, Adult, Adult Fiction, Young Adult",1
Ellen Hopkins,Tricks,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, LGBT, Teen",1
Ellen Labrecque,Who Was Maya Angelou?,"Nonfiction, Biography, Childrens, History, Middle Grade, Biography Memoir, African American",1
Ellen Levine,Henry's Freedom Box: A True Story from the Underground Railroad,"Picture Books, Historical Fiction, Childrens, Cultural, Historical, African American, Family",1
Ellen McGrody,Pioneers of LGBTQ+ Rights,,1
Ellen Oh,Finding Junie Kim,"Middle Grade, Historical Fiction, Realistic Fiction, Fiction, Historical, Contemporary, War",1
Ellen Roger,Jazz Jennings: Voice for LGBTQ,,1
Ellen Wittlinger,Parrotfish,"Young Adult, LGBT, Queer, Fiction, Transgender, Realistic Fiction, Contemporary",1
Ellen Wittlinger,Saturdays with Hitchcock,"Middle Grade, LGBT, Realistic Fiction, Fiction, Young Adult, Juvenile, Romance",1
Ellie Royce,Auntie Uncle: Drag Queen Hero,"Picture Books, LGBT, Childrens, Queer, Gender, Drag",1
Elodie Durand,La Parenthesis,"Graphic Novels, Nonfiction, Memoir, Comics, Disability, Graphic Novels, Comics, Mental Health",1
Eloise Greenfield,Great Migration: Journey to the North,"Poetry, Picture Books, Nonfiction, History, Cultural, African American, Childrens",1
Emi Nietfeld,Acceptance: A Memoir,"Memoir, Nonfiction, Mental Health, Biography, Biography Memoir, Audiobook, LGBT",1
Emil Ostrovski,Away We go,"LGBT, Young Adult, Contemporary, Fiction, Romance, Dystopia, Queer",1
Emily A. Duncan,Wicked Saints,"Fantasy, Young Adult, Young Adult Fantasy, Romance, Fiction, Magic, High Fantasy",1
Emily Easton,Enough! 20 Protesters Who Changed America,"Picture Books, Nonfiction, Social Justice, History, Childrens, Activism, Biography",1
Emily Franklin,Tessa Masterson Will Go to Prom,"LGBT, Young Adult, Fiction, Contemporary, Lesbian, Queer, Realistic Fiction",1
Emily Horner,A Love Story Starring My Dead Best Friend,"LGBT, Young Adult, Romance, Fiction, Contemporary, Queer, Lesbian",1
Emily M. Danforth,The Miseducation of Cameron Post,"LGBT, Young Adult, Fiction, Queer, Contemporary, Lesbian, Romance",1
Emily McGovern,Bloodlust & Bonnets,"Graphic Novels, Fantasy, Historical Fiction, Comics, Vampires, LGBT, Historical",1
Emily Rose Oachs,Escaping a Sinking Ship,,1
Emily Sanna,Gay Believers: Homosexuality and Religion,,1
Emily Skrutskie,Bonds of Brass,"Science Fiction, LGBT, Young Adult, Romance, Queer, Fantasy, Fiction",1
Emily Skrutskie,The Edge of the Abyss,"LGBT, Science Fiction, Fantasy, Young Adult, Lesbian, Queer, Pirates",1
Emily Victoria,This Golden Flame,"Fantasy, Young Adult, LGBT, Science Fiction, Queer, Fiction, Young Adult Fantasy",1
Emma Donoghue,The Pull of the Stars,"Historical Fiction, Historical, Audiobook, Ireland, LGBT, Adult",1
Emmanuel Acho,Uncomfortable Conversations with a Black Boy,"Nonfiction, Middle Grade, History, Audiobook, Social Justice, Race, Childrens",1
Eric Bell,Alan Cole is Not a Coward,"Middle Grade, LGBT, Contemporary, Young Adult, Realistic Fiction, Fiction, Queer",1
Eric Braun,Protest Movements: Then and Now,Nonfiction,1
Eric Carle,Draw Me a Star,"Picture Books, Childrens, Banned Books, Art, Fiction, Space, Nature",1
Eric Devine,Look Past,"Mystery, LGBT, Young Adult, Thriller, Mystery, Contemporary, Realistic Fiction",1
Eric Drachman,It's Me,Picture Books,1
Eric Gansworth,Apple Skin to the Core,"Poetry, Memoir, Nonfiction, Audiobook, Biography, LGBT, Biography Memoir",1
Eric Geron,Bye Bye Binary,"Picture Books, LGBT, Queer, Childrens, Gender, Gender Identity",1
Eric Hoffman,Best Best colors,"Spanish, LGBT, Childrens, Picture Books, Family",1
Eric Velasquez,Looking for Bongo,"Picture Books, Family, Childrens, Cultural, Storytime, Fiction, Spanish Literature",1
Erica Ridley,The Perks of Loving A Wallflower,"Romance, Historical Romance, LGBT, Historical Fiction, Historical, Lesbian, Queer",1
Erica Silverman,Jack (Not Jackie),"Picture Books, LGBT, Childrens, Family, Gender Identity, Gender, Queer",1
Erica Waters,Ghost Wood Song,"Fantasy, Young Adult, LGBT, Horror, Paranormal, Mystery, Queer",1
Erika L. Sánchez,I Am Not Your Perfect Mexican Daughter,"Young Adult, Fiction, Contemporary, Realistic Fiction, Audiobook, Mental Health",1
Erika Moen,"Let's Talk About It: The Teen's Guide to Sex and Relationships, and Being a Human","Nonfiction, Graphic Novels, LGBT, Comics, Sexuality, Teen, Relationships",1
Erika Shershun,"Healing Sexual Trauma Workbook: Somatic Skills to Help You Feel Safe in Your Body, Create Boundaries and Live with Resilience","Self Help, Mental Health, Nonfiction",1
Erin Ekins,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Romance, Teen","Nonfiction, Autism Spectrum Disorder, LGBT, Queer, Disability, Self Help, Gay",1
Erin Gough,Amelia Westlake Was Never Here,"Young Adult, LGBT, Contemporary, Romance, Queer, Fiction, Lesbian",1
Erin Gruwell,The Freedom Writers Diary,"Nonfiction, Biography, Teaching, Memoir, School, Education, Inspirational",1
Ernest J. Gaines,A Lesson Before Dying,"Fiction, Historical Fiction, Classics, African American, School, Literature, Adult Fiction",1
Estelle Maskame,Did I Mention I Love You?,"Romance, Young Adult, Contemporary, New Adult, Contemporary Romance, High School, Fiction",1
Estelle Maskame,Did I Mention I Need You?,"Romance, Young Adult, Contemporary, New Adult, Fiction, Contemporary Romance, Young Adult Romance",1
Estelle Maskme,Did I Mention I Need You?,"Romance, Young Adult, Contemporary, New Adult, Fiction, Contemporary Romance, Young Adult Romance",1
Eugene Muntz,"Raphael: His Life, Works, and Times",Art,1
Eva Apelqvist,LGBTQ families : The Ultimate Teen Guide,,1
Evan Dorkin,Beasts of Burden: Animal Rites,"Comics, Graphic Novels, Horror, Fantasy, Animals, Fiction, Comic Book",1
Evan Kuhlman,Hank's Big Day: The Story of a Bug,"Picture Books, Childrens, Animals, Fiction, Adventure, Nature",1
Eve Bunting,A Day's Work,"Picture Books, Cultural, Childrens, Realistic Fiction, Fiction, Family",1
Eve Bunting,One Green Apple,"Picture Books, Cultural, Childrens, Realistic Fiction, School, Fiction, Food",1
Eve Bunting,Smoky Night,"Picture Books, Childrens, Historical Fiction, Realistic Fiction, Fiction, Cultural, Family",1
Eve L. Ewing,Ghosts in the Schoolyard: Racism and School Closings on Chicago's South Side,"Nonfiction, Education, Race, History, Politics, Social Justice, Sociology",1
F.N. Monjo,The Drinking Gourd,"Historical Fiction, Childrens, Picture Books, Historical, Fiction, American History, Classics",1
F.T. Lukens,In Deeper Waters,"Fantasy, LGBT, Romance, Young Adult, Queer, Pirates, Historical Fiction",1
Faith Erin Hicks,Avatar the Last Airbender: Imbalance Part 1,"Graphic Novels, Comics, Fantasy, Fiction, Young Adult, Middle Grade, Graphic Novels, Comics",1
Faith Gardne,Girl on the Line,"Mental Health, Contemporary, Young Adult, LGBT, Romance, Fiction, Queer",1
Faith Hickman Brynie,101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,,1
Farhana Zia,The Garden of My Imaan,"Middle Grade, Realistic Fiction, Religion, Islam, Muslims, Childrens",1
Faridah Àbíké-Íyímídé,Ace of Spades,"Young Adult, Mystery, Thriller, LGBT, Contemporary, Fiction, Mystery Thriller",1
Federico Zeri,Chagall: The Falling Angel,,1
Federico Zeri,Dali: The Persistence of Memory,,1
Federico Zeri,Degas: The Dance Class,,1
Federico Zeri,Kandinsky: The First Abstract Watercolour Painting,,1
Federico Zeri,Manet: Le dejeuner sur I'herbe,,1
Federico Zeri,Matisse: LA Danse,,1
Federico Zeri,Munch: The Scream,"Art, Biography",1
Federico Zeri,Rembrandt: Supper at Emmaus,,1
Federico Zeri,Renoir: Moulin de la Galette,,1
Federico Zeri,Rubens: Garden of Love,,1
Federico Zeri,Vermeer: The Astronomer,,1
Fedwa Malti-Douglas,Encyclopedia of Sex & Gender,,1
Firozeh Dumas,"It Ain't So Awful, Falafel","Historical Fiction, Middle Grade, Realistic Fiction, Fiction, Young Adult, Historical, Children",1
Florence Gonsalves,Love & Other Carnivorous Plants,"Contemporary,Young Adult, LGBT, Mental Health, Romance, Mental Illness, Fiction",1
Florence Parry Heide,Day of Ahmed's Secret,"Picture Books, Egypt, Geography, Africa, Cultural, Realistic Fiction, Childrens",1
Floyd Cooper,Max and the Tag-Along Moon,"Picture Books, Childrens, Family, African American, Storytime, Fiction, Kids",1
Fox Benwell,Kaleidoscope song,"LGBT, Romance, Young Adult, Contemporary, Music, Queer, Fiction",1
Fran Krause,Deep Dark Fears,"Graphic Novels, Comics, Horror, Humor, Graphic Novels Comics, Fiction, Comedy",1
Fran Krause,The Creeps,"Graphic Novels, Horror, Humor, Comics, Humor, Nonfiction, Adult",1
Francene Sabin,Elizabeth Blackwell: First Woman Doctor,"Biography, Nonfiction, History, Childrens",1
Frances E. Ruffin,Martin Luther King Jr. and the March on Washington,"History, Nonfiction, Biography, Childrens, African American, Juvenile",1
Frank Miller,Batman: The Dark Knight Strikes Again #1,"Comics, Graphic Novels, Batman, Fiction, DC Comics, Superheroes, Graphic Novels Comics",1
Frank Miller,Sin City Volume 1: The Hard Goodbye,"Comics, Graphic Novels, Fiction, Crime, Graphic Novels Comics, Comic Book, Noir",1
Frank Willett,African Art,"Art, Africa, Art History, History, Nonfiction, Art and Photography",1
Frederick Douglass,Narrative of the Life of Frederick Douglass,"Nonfiction, History, Classics, Biography, Memoir, School, Autobiography",1
Frederick Joseph,The Black Friend: On Being a Better White Person,"Nonfiction, Race, Social Justice, Memoir, Anti Racist, African American, Biography",1
Frederick Joseph,The Black Friend: On Being a Better White Person,"Nonfiction, Race, Social Justice, Memoir, Anti Racist, African American, Biography",1
Fredrick Backman,Beartown,"Fiction, Contemporary, Audiobook, Sports, Adult, Literary Fiction, Adult Fiction",1
Friedrich Hayek,The Road to Serfdom,"Economics, Politics, Philosophy, Nonfiction, History, Classics, Political Science",1
Gabby Rivera,Juliet Takes a Breath,"LGBT, Young Adult, Fiction, Queer, Contemporary, Feminism, Lesbian",1
Gabi Garcia,Escuchando Con Mi Corazon,"Picture Books, Childrens, Emotion, Fiction, Realistic Fiction, Mental Health, Self Help",1
Gabriella Di Cagno,Michelangelo: Master of the Italian Renaissance,Art,1
Gaia Cornwall,Jabari Jumps,"Picture Books, Childrens, Realistic Fiction, Storytime, Family, Fiction, Cultural",1
Gail Gibbons,Thanksgiving Day,"Holiday, Picture Books, History, Childrens, Nonfiction",1
Gail Giles,Girls Like Us,"Young Adult, Realistic Fiction, Fiction, Teen, Contemporary, Coming of Age, Disability",1
Gail Herman,Who is Derek Jeter?,"Nonfiction, Biography, Sports, Baseball, Childrens, History",1
Gail Saltz,Amazing You! Getting Smart About Your Private Parts,"Picture Books, Nonfiction, Childrens, Parenting, Health, Science, Sexuality",1
Gail Saltz,Changing You: A Guide to Body Changes and Sexuality,"Nonfiction, Picture Books, Childrens, Parenting",1
Gail Stewart,Gay & Lesbian Youth,,1
Gare Thompson,Who Was Eleanor Roosevelt?,"Biography, Nonfiction, History, Childrens, Chapter Books, American History, Middle Grade",1
Gareth Hinds,Macbeth,"Graphic Novels, Classics, Comics, Fiction, Historical Fiction, Young Adult, Adult",1
Garrard Conley,"Boy Erased: a Memoir of Identity, Faith, and Family","Nonfiction, Memoir, LGBT, Queer, Biography, Religion, Biography Memoir",1
Garth Stein,The Art of Racing in the Rain,"Fiction, Animals, Contemporary, Dogs, Audiobook, Adult Fiction, Adult",1
Gary Gutting,What Philosophy Can Do,"Philosophy, Nonfiction, Politics",1
Gary Paulsen,Hatchet,"Young Adult, Fiction, Classics, Adventure, Survival, Middle Grade, Childrens",1
Gary Paulsen,Sisters/Hermanas,"Young Adult, Realistic Fiction, Teen, Cultural",1
Gary Soto,Too Many Tamales,"Picture Books, Christmas, Cultural, Childrens, Family, Realistic Fiction",1
Gavin Grimm,If You're A Kid Like Gavin: The True Story of a Young Trans Activist,"Picture Books, LGBT, Nonfiction, Childrens, Social Justice, Queer",1
Gayle E. Pitman,The Stonewall Riots: Coming Out in the Street,"Nonfiction, LGBT, History, Middle Grade, Queer, Social Justice, Historical",1
Gayle E. Pitman,This Day in June,"Picture Books, LGBT, Childrens, Banned Books, Nonfiction, Queer, History",1
Gayle Forman,Frankie & Bug,"Middle Grade, LGBT, Historical Fiction, Realistic Fiction, Historical, Audiobook, Fiction",1
Gayle Forman,I Have Lost My Way,"Young Adult, Contemporary, Fiction, Romance, Realistic Fiction, LGBT, Audiobook",1
Gayle Forman,I Was Here,"Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, Mental Health, Mystery",1
Gayle Forman,If I Stay,"Young Adult, Romance, Contemporary, Fiction, Realistic Fiction, Teen, Music",1
Gayle Forman,Where She Went,"Young Adult, Romance, Contemporary, Fiction, Realistic Fiction, Music, New Adult",1
Gene Luen Yang,American Born Chinese,"Graphic Novels, Young Adult, Comics, Fiction, Fantasy, Graphic Novels Comics, School",1
Gene Luen Yang,American Born Chinese,"Graphic Novels, Young Adult, Comics, Fiction, Fantasy, Graphic Novels",1
Geneva Gay,"Culturally Responsive Teaching: Theory, Research, and Practice","Education, Teaching, Nonfiction, Research, Academic, Social Justice, Read For School",1
George Ella Lyon,Sonny's House of Spies,"Young Adult, Queer, Childrens, Coming of Age",1
George M. Johnson,All Boys Aren't Blue,"Nonfiction, Memoir, LGBT, Queer, Audiobook, Banned Books, Biography",1
George M. Johnson,We Are Not Broken,"Nonfiction, Memoir, LGBT, Queer, Contemporary, Audiobook, Biography",1
George Orwell,1984: A Novel,"Classics, Fiction, Science Fiction, Dystopia, Literature, Politics, Novels",1
George R.R. Martin,A Clash of Kings,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Adult, Adventure",1
George R.R. Martin,A Feast for Crows,"Fantasy, Fiction, Epic Fantasy, Science Fiction, Fantasy, High Fantasy, Adult, Adventure",1
George R.R. Martin,A Storm of Swords,"Fantasy, Fiction, Epic Fantasy, Science Fiction, Fantasy, High Fantasy, Adult, Audiobook",1
George Roddam,The Life and Art of Paul Gauguin,"Art, Biography",1
George Takei,They Called Us Enemy,"Graphic Novels, Nonfiction, Memoir, History, Comics, Biography, Historical",1
Georgette Gouveia,The Essential Mary Cassatt,Art,1
Gerhard Gruitrooy,Degas: Impressions of a Great Master,Art,1
Gholdy Muhammad,Cultivating Genius: An Equity Framework for Culturally and Historically Responsive Literacy,"Education, Teaching, Nonfiction, Social Justice, History, School, Anti Racist",1
Gillian Flynn,Gone Girl,"Fiction, Mystery, Thriller, Mystery Thriller, Crime, Suspense, Contemporary",1
Gillian French,Grit,"Young Adult, Contemporary, Mystery, Fiction, Realistic Fiction, Thriller, Audiobook",1
Gina Loveless,"Puberty is Gross, But Also Really Awesome","Nonfiction, Middle Grade, Parenting, Childrens, Gender",1
Glenn Singleton,Courageous Conversations About Race: A Field Guide for Achieving Equity in Schools,"Education, Nonfiction, Race, Teaching, Social Justice, Anti Racist",1
Gloria Chao,American Panda,"Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, Young Adult Contemporary, Audiobook",1
Gloria Jean Pinkney,The Sunday Outing,"Picture Books, Historical Fiction, Cultural, Family, Childrens, African American",1
Gloria Ladson Billings,Dreamkeepers: The Successful Teachers of African American Children,"Education, Teaching, Nonfiction, Race, School, Social Justice, African American",1
Grace Byers,I am Enough,"Picture Books, Childrens, Poetry, Fiction, Cultural, African American, Realistic Fiction",1
Grace Ellis,"Moonstruck, Vol. 1: Magic to Brew","Graphic Novels, Fantasy, Comics, LGBT, Young Adult, Queer, Romance",1
Grace Lin,A Big Mooncake for Little Star,"Picture Books, Childrens, Fantasy, Family, Fiction, Storytime, Food",1
Grace Lin,Dim Sum for Everyone,"Picture Books, Food, Childrens, Cultural, China, Family, Realistic Fiction",1
Grace Lin,Starry River of the Sky,"Fantasy, Middle Grade, Fiction, Childrens, China, Mythology, Young Adult",1
Greg Baldino,Everything You Need to Know About Bisexuality,,1
Greg Baldino,The Early History of the Gay Rights Movement,History,1
Greg Howard,Middle School's a Drag: You Better Werk,"Middle Grade, LGBT, Fiction, Contemporary, Queer, Realistic Fiction, Audiobook",1
Greg Howard,The Whispers,"Middle Grade, LGBT, Fantasy, Fiction, Young Adult, Mystery, Queer",1
Greg Rucka,Black Magick Vol. 1: Awakening,"Comics, Graphic Novels, Fantasy, Horror, Urban Fantasy, Mystery, Graphic Novels Comics",1
Gregory Maguire,Wicked: The Life and Times of the Wicked Witch of the West,"Fiction, Science Fiction, Thriller, Fantasy, Mystery, Audiobook, Science Fiction Fantasy",1
Gretchen McNeil,#MurderTrending,"Young Adult, Mystery, Horror, Thriller, Dystopia, Fiction, Mystery Thriller",1
H.A. Clarke,The Scapegracers,"Fantasy, LGBT, Lesbian, Young Adult, Queer, Witches, Fiction",1
H.E. Edgmon,The Witch King,"Fantasy, LGBT, Young Adult, Queer, Romance, Transgender, Witches",1
H.P. Newquist,Scene of the Crime: Tracking Down Criminals with Forensic Science,"Nonfiction, Middle Grade",1
Hal Marcovitz,Teens & Sex,,1
Hamish Steele,The Watcher's Test,Comics,1
Hana Bajramovic,Whose Right is it?: The Second Amendment and the Fight Over Guns,"Nonfiction, Politics, History",1
Hanna Nowinski,Meg & Linus,"LGBT, Young Adult, Contemporary, Romance, Fiction, Queer, Young Adult Contemporary",1
Hannah Capin,Foul is Fair,"Young Adult, Contemporary, Retellings, Fiction, Thriller, Feminism, Mystery",1
Hannah Moskowitz,"Gone, Gone, Gone","Young Adult, LGBT, Contemporary, Romance, Realistic Fiction, Fiction, M M Romance",1
Hannah Moskowitz,Marco Impossible,"LGBT, Young Adult, Middle Grade, Contemporary, Romance, Realistic Fiction",1
Hannah Moskowitz,Not Otherwise Specified,"Young Adult, LGBT, Contemporary, Queer, Mental Health, Fiction, Realistic Fiction",1
Hannah Weyer,On the Come Up,"Fiction, Young Adult, Contemporary, African American, Coming of Age",1
Hannah Witton,Doing it! Let's Talk About Sex,"Nonfiction, Feminism, Sexuality, Audiobook, LGBT, Self Help, Mental Health",1
Harmony Becker,Himawari House,"Graphic Novels, Young Adult, Contemporary, Comics, Fiction, Realistic Fiction, Japan",1
Harper Lee,Go Set a Watchman,"Fiction, Historical Fiction, Classics, Audiobook, Historical, Adult, Adult Fiction",1
Harper Lee,To Kill a Mockingbird,"Classics, Fiction, Historical Fiction, School, Literature, Young Adult, Historical",1
Harper Lee,To Kill a Mockingbird,"Classics, Fiction, Historical Fiction, School, Literature, Young Adult, Historical",1
Harvey Fierstein,The Sissy Duckling,"Picture Books, LGBT, Childrens, Animals, Fiction, Banned Books, Queer",1
Heather Corinna,S.E.X.: THe All-You-Need-To-Know Sexually Guide to Get Through Your Teens and Twenties,"Nonfiction, Sexuality, Parenting, Feminism, Health, Self Help, Relationships",1
Heather Corinna,"Wait, What? A Comic Book Guide to Relationships, Bodies and Growing up","Nonfiction, Graphic Novels, LGBT, Middle Grade, Sexuality, Parenting, Comics",1
Heather Gale,Ho'onani: Hula Warrior,"Picture Books, LGBT, Childrens, Gender, Family, Cultural, Fiction",1
Heather Schwartz,Locked Up for Freedom: Civil Rights Protestors and the Leesberg Stockade,"Nonfiction, History, Middle Grade, Race, Childrens, African American, Juvenile",1
Heather Smith,Chicken Girl,"Young Adult, Contemporary, LGBT, Romance, Canada, Fiction, Realistic Fiction",1
Hedreich Nichols,What is the Black Lives Matter movement?,,1
Heidi W. Durrow,The Girl Who Fell From the Sky,"Fiction, Young Adult, Historical Fiction, Coming of Age, African American, Audiobook, Race",1
Helaine Becker,Counting on Katherine: How Katherine Johnson Saved Apollo 13,"Picture Books, Biography, Nonfiction, Science, History, Mathematics, Childrens",1
Helen McCarthy,"A Brief History of Manga: The Essential Pocket Guide, to the Japanese Pop Culture Phenomenon","Nonfiction, Manga, History, Reference",1
Helen Morrison,My Life Among the Serial Killers: Inside the Minds of the World's Most Notorious Murders,"True Crime, Nonfiction, Psychology, Crime, Biography, Audiobook, Memoir",1
Helene Dunbar,We Are Lost and Found,"LGBT, Young Adult, Historical Fiction, Queer, Contemporary, Historical, Romance",1
Hena Kahn,Amina's Voice,"Middle Grade, Realistic Fiction, Contemporary, Fiction, Childrens, Young Adult, Family",1
Hena Khan,Like the Moon Loves the Sky,"Picture Books, Family, Childrens, Muslims, Islam, Cultural",1
Hena Khan,Under My Hijab,"Picture Books, Realistic Fiction, Childrens, Cultural, Muslims, Family, Religion",1
Hilary McKay,Lulu and Duck in the Park,"Animals, Realistic Fiction, Chapter Books, Childrens, Middle Grade, School, Fiction",1
Hillary L. Chute,Why Comics?: From Underground to Everywhere,"Nonfiction, Comics, Graphic Novels, History, Art, Cultural, Graphic Novels Comics",1
Hillary L. Chute,Why Comics?: From Underground to Everywhere,"Nonfiction, Comics, Graphic Novels, History, Art, Cultural, Graphic Novels Comics",1
Hiro Fujiwara,Maid Sama Vol. 1,"Manga, Romance, Graphic Novels, Shojo, Young Adult, Comics",1
Hiro Mashima,"Fairy Tale, Volume 45",,1
Hiroaki Samura,Blade of the Immortal Omnibus Volume 3,"Manga, Fantasy, Comics, Fiction, Graphic Novels, Historical Fiction, Adult",1
Hiroyuki Takei,Karakuridoji Ultimo 1,"Manga, Fantasy, Science Fiction, Graphic Novels, Shonen, Comics, Comics Manga",1
Hisaya Nakajo,"Hama-Kimi: Mean at Work, Vol 3","Manga, Romance, Shojo, Graphic Novels, Comics, Young Adult, Genderqueer",1
Hisaya Nakajo,"Hama-Kimi: The Prettiest Boy in School... Isn't a Boy, Vol 1","Manga, Romance, Graphic Novels, Comics, Shojo, Young Adult, Genderqueer",1
Holly Black,Doll Bones,"Middle Grade, Fantasy, Horror, Mystery, Young Adult, Adventure, Childrens",1
Holly Black,The Darkest Part of the Forest,"Fantasy, Young Adult, Romance, Fae, LGBT, Fiction, Urban Fantasy",1
Holly Goldberg Sloan,"The Night Owl, From Dogfish","Middle Grade, LGBT, Fiction, Realistic Fiction, Contemporary, Young Adult, Childrens",1
Holly Jackson,As Good As Dead,"Mystery, Young Adult, Thriller, Mystery Thriller, Fiction, Crime, Audiobook",1
Holly Jackson,"Good Girl, Bad Blood","Mystery, Young Adult, Thriller, Mystery Thriller, Fiction, Crime, Audiobook",1
Holly McGhee,Come with Me,"Picture Books, Childrens, Family, Fiction, Realistic Fiction, Social Justice, Cultural",1
Homer,The Odyssey,"Graphic Novels, Fantasy, Classics, Young Adult, Adventure, Mythology, Fiction",1
Howard C. Stevenson,Promoting Racial Literacy in Schools,"Education, Social Justice, Teaching, Nonfiction, Anti Racist, Leadership",1
Howard Zinn,"Three Strikes: Miners, Musicians, Salesgirls, and the Fighting Spirit of Labor's Last Century","History, Nonfiction, Labor, Politics, American History",1
Huda Essa,Tell Teach Us Your Name: Empowering Children to Teach Others to Pronounce Their Names Correctly,"Picture Books, Banned Books, Childrens",1
Hunter Drohojowska-Philip,Full Bloom: The Art and Life of Georgia O' Keefe,"Biography, Art, Nonfiction, History, Art History, Feminism",1
Huntley Fitzpatrick,My Life Next Door,"Romance, Young Adult, Contemporary, Fiction, Young Adult Contemporary, Chick Lit, Realistic Fiction",1
I. Merey,A + E Forever,"Graphic Novels, Young Adult, LGBT, Comics, Queer, Romance, Fiction",1
I.W. Gregorio,None of the Above,"LGBT, Young Adult, Contemporary, Queer, Fiction, Realistic Fiction, Audiobook",1
Ian Edginton,Kingdom of the Wicked,"Graphic Novels, Comics, Fantasy, Graphic Novels",1
Ibi Zoboi,American Street,"Young Adult, Contemporary, Fiction, Magical Realism, Realistic Fiction, Audiobook, Romance",1
Ibi Zoboi,Black Enough: Stories of Being Young & Black in America,"Young Adult, Short Stories, Contemporary, Anthologies, Fiction, LGBT, Audiobook",1
Ibram X. Kendi,Anti Racist Baby,"Picture Books, Childrens, Race, Social Justice, Nonfiction, Anti Racist",1
Ibram X. Kendi,How to Be an Antiracist,"Nonfiction, Race, Social Justice, Anti Racist, Politics, Audiobook",1
Ibram X. Kendi,Stamped from the Beginning: The Definitive History of Racist Ideas in America,"Nonfiction, History, Race, Social Justice, Politics, Anti Racist, Audiobook",1
Ibtihaj Muhammad,Proud (Young Reader's Edition): Living My American Dream,"Nonfiction, Memoir, Sports, Biography, Middle Grade, Biography Memoir, Muslims",1
Ibtihaj Muhammad,The Proudest Blue: A Story of Hijab and Family,"Picture Books, Childrens, Realistic Fiction, Family, Fiction, Religion, Muslims",1
Ijeoma Oluo,Mediocre: The Dangerous Legacy of White Male America,"Nonfiction, Feminism, Politics, Race, History, Audiobook, Social Justice",1
